,EcNumber,Enzyme_Synonyms
5210,3.2.1.61,"['(1-&gt;3)-(1-&gt;4)-alpha-D-glucan 4-glucanohydrolase', '3.2.1.61', 'dextranase, myco-', 'mycodextranase']"
5211,3.2.1.62,"['3.2.1.62', 'cerebrosidase', 'EGC', 'EGCII', 'EGCrP1', 'Egh1', 'endo-glycoceramidase II', 'endoglycoceramidase II', 'endoglycoceramidase-related protein 1', 'ergosteryl-beta-glucosidase', 'Gcase', 'glucocerebrosidase', 'glycosyl ceramide glycosylhydrolase', 'glycosyl-N-acylsphingosine glycohydrolase', 'glycosylceramidase', 'KLotho lactase phlorizin hydrolase', 'Klotho-related protein', 'lactase phlorizin hydrolase', 'lactase-phlorizin hydrolase', 'LPH', 'LPH1', 'phloretin-glucosidase', 'phloridzin glucosidase', 'phlorizin beta-glucosidase', 'phlorizin hydrolase', 'Yir007w']"
5212,3.2.1.63,"['1,2-alpha-L-fucosidase', '2-alpha-L-fucopyranosyl-beta-D-galactoside fucohydrolase', '3.2.1.63', 'Afc3', 'AfcA', 'AfcA protein', 'alpha(1,2) fucosidase', 'alpha-(1--&gt; 2)-L-fucosidase', 'alpha-fucosidase', 'alpha-L-fucosidase', 'alpha-L-fucosidase II', 'bfo_2737', 'FgFCO1', 'Fuc1', 'FucNaFLD', 'fucosidase, 1,2-alpha-L-', 'More']"
5213,3.2.1.64,"['(2-&gt;6)-beta-D-fructofuranan 6-(beta-D-fructosyl)-D-fructose-hydrolase', '2,6-beta-D-fructan 6-levanbiohydrolase', '2,6-beta-fructan 6-levanbiohydrolase', '3.2.1.64', 'beta2,6-fructan-6-levanbiohydrolase', 'LDE', 'levanbiohydrolase, 2,6-beta-fructan 6-']"
5214,3.2.1.65,"['(2-&gt;6)-beta-D-fructan fructanohydrolase', '2,6-beta-D fructan fructohydrolase', '2,6-beta-D-fructan fructanohydrolase', '3.2.1.65', '6-FEHs', 'endo-levanase', 'endolevanase', 'exo-levanase', 'exolevanase', 'fructan-6-exohydrolase', 'fructose-releasing exo-levanase', 'LeA', 'levan hydrolase', 'levanase', 'levansucrase', 'LevB1', 'LevP', 'LsdB', 'ORF477', 'SacB']"
5215,3.2.1.66,"['3.2.1.66', 'quercitrin 3-L-rhamnohydrolase', 'quercitrinase']"
5216,3.2.1.67,"['3.2.1.67', 'alkaline exo-polygalacturonase', 'carrot exopolygalacturonase', 'CbPelA', 'corn pollen polygalacturonase', 'EPG', 'exo polygalacturonase', 'exo-D-galacturonanase', 'exo-D-galacturonase', 'Exo-PG', 'exo-PGase', 'exo-PGI', 'exo-PGII', 'exo-PGU B', 'exo-poly alpha galactouronosidase', 'exo-polygalacturonanase', 'exo-polygalacturonase', 'exolytic PGase', 'exoPG', 'exoPG1', 'exoPG2', 'exoPGase', 'exopoly-D-galacturonase', 'exopolygalacturonanase', 'exopolygalacturonase', 'exopolygalacturonase B', 'exopolygalacturonase X', 'Galacturan 1,4-alpha-galacturonidase', 'GH28', 'macerating enzyme', 'More', 'MpPG1', 'MpPG3', 'oligogalacturonate hydrolase', 'peach exopolygalacturonase', 'PECI', 'pectinase', 'PelB', 'PG III', 'PGase', 'PGase I', 'PGC2', 'PGC3', 'PGI', 'poly 1,4-alpha-D-galacturonide-galacturonohydrolase', 'Poly(1,4-alpha-D-galacturonide)galacturonohydrolase', 'poly(galacturonate)hydrolase', 'poly-(1-4)-alpha-D-galactosiduronate glycanohydrolase', 'polygalacturonanase', 'polygalacturonase', 'polymethylgalacturonase', 'poly[(1-&gt;4)-alpha-D-galacturonide] non-reducing-end galacturonohydrolase', 'RPG15', 'RPG16', 'SSXPG1', 'SSXPG2', 'TM0437', 'TmGalU', 'YeGH2']"
5217,3.2.1.68,"['3.2.1.68', 'alkaline isoamylase', 'alpha 1,6-glucan hydrolase', 'alpha-1,6-glucosidase', 'ArDBEp', 'AtISA1', 'AtISA1/AtISA2 isoamylase', 'AtISA2', 'AtISA3', 'bacterial isoamylase', 'CrISA1', 'Cythophaga isoamylase', 'DBE', 'DBEI', 'debranching enzyme', 'GlgX', 'glycogen 6-alpha-D-glucanohydrolase', 'glycogen 6-glucanohydrolase', 'glycogen alpha-1,6-glucanohydrolase', 'glycogen debranching enzyme', 'glycogen-6-glucanogydrolase', 'glycogen-6-glucanohydrolase', 'glycogen-debranching enzyme', 'IAM', 'ISA', 'ISA1', 'ISA1-type DBE', 'ISA2', 'ISA3', 'isoamylase', 'isoamylase 1', 'isoamylase 2', 'isoamylase 3', 'isoamylase II', 'isoamylase-type debranching enzyme', 'isoamylase-type starch debranching enzyme 1', 'isoamylase-type starch debranching enzyme 2', 'isoamylase-type starch-debranching enzyme', 'isoamylase1', 'maize Sugary-1 isoamylase', 'OsISA1', 'OsISA2', 'pancreatic isoamylase isoA', 'plant isoamylase', 'potato isoamylase', 'Pseudomonas isoamylase', 'PvISA1', 'PvISA2', 'PvISA3', 'rice isoamylase', 'starch debranching enzyme', 'SU1 isoamylase', 'TreX', 'yeast isoamylase', 'ZmISA1', 'ZmISA2']"
5218,3.2.1.69,"['3.2.1.69', 'amylopectin 6-glucanohydrolase']"
5219,3.2.1.7,"['1-beta-D-fructan fructanohydrolase', '2,1-beta-D-fructanfructanohydrolase', '3.2.1.7', 'AARAC_000847', 'An11g03200', 'AUD_0597', 'beta-2,1-D-fructan fructanohydrolase', 'beta-D-fructan fructanohydrolase', 'Endo I', 'Endo-I', 'Endo-II', 'endo-inulinase', 'endoinulinase', 'EnIA', 'extracellular endo-inulinase', 'fructofuranosyl hydrolase', 'Fructozyme L', 'Insulinase', 'inu1', 'Inu2', 'InuA', 'inuB', 'inuC', 'inuE', 'inulase', 'inulinase', 'P-III', 'PENSUB_1400', 'PENSUB_5768', 'PENSUB_5772', 'TCE0_044r16122', 'TSTA_051680', 'Xcp KM 24']"
5220,3.2.1.70,"['1,6-alpha-D-glucan glucohydrolase', '3.2.1.70', 'alpha-1,6-glucosidase', 'dextran glucosidase', 'DGase', 'exo-1,6-alpha-glucosidase', 'exodextranase', 'GH13_31 glucan 1,6-alpha-glucosidase', 'glucan 1,6-alpha-glucosidase', 'glucan 6-alpha-D-glucohydrolase', 'glucodextranase', 'glucose-forming exodextranase', 'LaGH13_31', 'MalL', 'oligo-alpha-1,6-glucosidase', 'SMDG', 'TreX']"
5221,3.2.1.71,"['2-beta-D-glucan glucanohydrolase', '3.2.1.71', 'glucan endo-1,2-beta-glucosidase']"
5222,3.2.1.72,"['1,3-beta-D-xylan xylohydrolase', '1,3-beta-D-xylosidase', '3-beta-D-xylan xylohydrolase', '3.2.1.72', ""beta-1,3'-xylanase"", 'beta-1,3-xylosidase A', 'exo-1,3-beta-xylosidase', ""exo-beta-1,3'-xylanase"", 'xloA', 'xylan 1,3-beta-xylosidase', 'xylosidase, exo-1,3-beta-']"
5223,3.2.1.73,"['(1,3)(1,4)-beta-D-glucan-4-glucanohydrolase', '(1-&gt;3)-(1-&gt;4)-beta-D-glucan 4-glucanohydrolase', '(1-&gt;3,1-&gt;4)-beta-glucanase isoenzyme EII', '1,3-1,4-beta-D-glucan 4-glucanohydrolase', '1,3-1,4-beta-D-glucan glucanohydrolase', '1,3-1,4-beta-D-glucan-4-glucano hydrolase', '1,3-1,4-beta-D-glucanase', '1,3-1,4-beta-glucanase', '1,3;1,4-beta-glucan 4-glucanohydrolase', '1,3;1,4-beta-glucan endohydrolase', '3.2.1.73', 'Af-EGL7', 'Afu6g01800', 'Beg1', 'beta-(1,3-1,4)-glucanase', 'beta-(1--&gt; 3), (1--&gt; 4)-D-glucan 4-glucanohydrolase', 'beta-1,3-1,4 glucanase', 'beta-1,3-1,4-D-glucanase', 'beta-1,3-1,4-glucanase', 'beta-1,3;1,4-glucanase', 'beta-1-3, 1-4 glucan 4-glucanohydrolase', 'beta-glucanase', 'BG1', 'Bg1314', 'Bga1', 'bgc', 'bgi', 'Bgl', 'bgl5-1', 'BglA', 'BglA13', 'BglA16', 'BglA51', 'BglBB', 'bglBC1', 'BGlc8H', 'BglM2', 'BglS', 'BglT', 'BglTO', 'Bglu16A', 'bifunctional xylanase/endoglucanase', 'BLB369', 'BLB369 endo-beta-1,3-1,4-glucanase', 'Blc8H', 'BP_Cel9A', 'Cel5F', 'CP7 beta-1,3-1,4-glucanase', 'CtGlu16A', 'Cthe_0211', 'CtLic16A', 'CtLic26A', 'E-LICHN', 'EG1', 'EGL', 'EII', 'endo-(1,3)(1,4)-beta-glucanase', 'endo-(1,3;1,4)-beta-glucanase', 'endo-beta-1,3-1,4 glucanase', 'endo-beta-1,3-1,4-glucanase', 'endo-beta-1,3;1,4-glucan-D-glycosyl hydrolase', 'endo-beta-glucanase', 'endoglucanase', 'endotype beta-1,3-1,4-glucanase', 'Fisuc_2961', 'Fsbeta-glucanase', 'FSU_0226', 'Gcs2', 'GH7 endo-1,4-beta-glucanase', 'GHF16 TFsbeta-glucanase', 'GHF17 barley 1,3-1,4-beta-D-glucanase', 'Glc16A', 'GLU-1', 'GLU-3', 'glu369', 'Gluc5_26A', 'GluIII', 'GluUS570', 'glycoside hydrolase family 9 endoglucanase', 'GyrA', 'H(A16-M)', 'lam1', 'LamA', 'laminarinase', 'Lic16A', 'Lic8H', 'LicA', 'LicB', 'Lichenase', 'lichenase-2', 'licheninase', 'LicKM', 'licM', 'LicMB', 'LicS', 'McLic1', 'mHG', 'Mixed linkage beta-glucanase', 'More', 'NFEg16A', 'PbBglu16A', 'PlicA', 'PtLic16A', 'Ra0505', 'RuCelA', 'TaGlu34', 'TC2', 'TC5', 'TF-glu', 'TF-glucanase', 'theme C glycoside hydrolase family 9 endo-beta-glucanase', 'TM1752', 'US8_01508', 'XynIII', 'XynZ', 'ZgLamA']"
5224,3.2.1.74,"['1,4-beta-D-glucan glucanohydrolase', '1,4-beta-D-glucan glucohydrolase', '3.2.1.74', '4-beta-D-glucan glucohydrolase', 'b-glucan glucohydrolase', 'beta-(1-4)-glucanase', 'beta-1,4-beta-glucanase', 'beta-1,4-glucosidase', 'beta-glucosidase', 'beta-glucosidase/xylosidase', 'Bgl', 'BglA', 'Carboxymethyl cellulase', 'CbhA', 'Cel48A', 'Cel9A', 'Cel9D', 'cellobiase', 'cellobiohydrolase', 'Cellulase', 'Cex', 'endo-1,4-beta-D-glucanase', 'endo/exocellulase', 'Ex-1', 'exo-1,4-beta-glucanase', 'exo-1,4-beta-glucosidase', 'exo-beta-1,4-glucanase', 'exo-beta-1,4-glucosidase', 'exo-bets-1,4-glucanase', 'exocellulase', 'exocellulase I', 'exoglucanase', 'family 9 glycoside hydrolase', 'family-1 glycosyl hydrolase', 'FiG', 'GH9', 'glucan 1,4-beta-glucosidase', 'glucohydrolase', 'NA23_08975', 'P-42', 'Rubg3A', 'Rubg3B', 'Rucel5B', 'TSC', 'Xyn10E']"
5225,3.2.1.75,"['3.2.1.75', '6-beta-D-glucan glucanohydrolase', 'acidic beta-1,6-glucanase', 'beta-(1-&gt;6)-glucanase', 'beta-1, 6-endoglucanase', 'beta-1,6-endoglucanase', 'beta-1,6-glucan 6-glucanohydrolase', 'beta-1,6-glucan hydrolase', 'beta-1,6-glucanase', 'beta-1,6-glucanase-pustulanase', 'beta-1-6-glucan hydrolase', 'BGN16.3', 'BT3312', 'endo-(1-6)-beta-D-glucanase', 'endo-1,6-beta-D-glucanase gene', 'endo-1,6-beta-glucanase', 'endo-beta-(1,6) glucanase', 'endo-beta-1,6-glucanase', 'glucan endo-1,6-beta-glucosidase', 'gly30B', 'neg-1', 'Neg1', 'PUL1,6-beta-glucan', 'Pus30A']"
5226,3.2.1.76,"['3.2.1.76', 'Aldurazyme', 'alpha-IDUA', 'alpha-iduronidase', 'alpha-L-iduronidase', 'alpha-L-iduronidase A', 'glycosaminoglycan alpha-L-iduronohydrolase', 'hIDUA', 'IDU', 'IDUA', 'iduronidase', 'L-iduronidase', 'laronidase', 'More', 'rIDUA_RLT']"
5227,3.2.1.77,"['(1-&gt;2)-(1-&gt;3)-alpha-D-mannan mannohydrolase', '3.2.1.77', 'alpha-D-mannan mannohydrolase', 'exo-1,2-1,3-alpha-mannosidase', 'mannan 1,2-(1,3)-alpha-mannosidase']"
5228,3.2.1.78,"['(1,4)-beta-D-mannan mannanohydrolase', '1,4-beta-D-mannan mannanohydrolase', '1,4-beta-mannanase', '3.2.1.78', '4-beta-D-mannan mannanohydrolase', 'beta-1,4-D-mannanase', 'beta-1,4-mannan 4-mannanohydrolase', 'beta-1,4-mannanase', 'beta-D-mannanase', 'Beta-mannanase', 'beta-mannanase B', 'CaMan', 'CelB', 'cold-adapted beta-mannanase', 'CsMan5', 'CtManf', 'Dtur_0671', 'em26a', 'endo-1,4-beta-D-mannanase', 'endo-1,4-beta-mannanase', 'endo-1,4-beta-mannanases', 'endo-1,4-mannanase', 'endo-acting beta-1,4-mannanase', 'endo-beta 1,4-mannanase', 'endo-beta-(1,4)-mannanase', 'endo-beta-(1-&gt;4)-mannanase', 'endo-beta-1,4 mannanase', 'endo-beta-1,4,D-mannanase', 'endo-beta-1,4-D-mannanase', 'endo-beta-1,4-mannanase', 'endo-beta-1,4-mannase', 'endo-beta-D-1,4-mannanase', 'endo-beta-D-mannanase', 'endo-beta-mannanase', 'endo-mannanase', 'GH 134 beta-1,4-mannanase', 'GH134', 'GH5-CBM27', 'KMAN-3', 'LeMAN4', 'LeMAN4a', 'Man', 'MAN I', 'Man II', 'MAN-P', 'Man1', 'Man113A', 'Man134A', 'Man26A', 'Man26A-50K', 'Man26b', 'Man4A', 'Man5', 'Man5A', 'Man5C', 'man5D', 'Man5P1', 'Man5XZ3', 'Man5_8', 'Man7', 'ManA', 'ManA/HmA', 'ManB', 'ManB-1601', 'ManC', 'ManEM17', 'ManF', 'ManH', 'ManIII', 'mannan endo-1,4-beta-mannanase', 'mannan endo-1,4-beta-mannosidase', 'mannan endo-1.4-beta-D-mannosidase', 'mannanase', 'mannanase, endo-1,4-beta-', 'ManP', 'ManS2', 'MYCTH_99077', 'PoMan5A', 'Rman', 'TpMan', 'TrMan5A']"
5229,3.2.1.79,"['3.2.1.79', 'alpha-L-arabinofuranoside hydrolase']"
5230,3.2.1.8,"['(1--&gt; 4)-beta-xylan 4-xylanohydrolase', '(1-4)-beta-xylan 4-xylanohydrolase', '1,4-beta-D-xylan xylanohydrolase', '1,4-beta-D-xylan xylanohydrolase 22', '1,4-beta-D-xylan-xylanohydrolase', '1,4-beta-xylan xylanohydrolase', '1,4-beta-xylanase', '3.2.1.8', '34 kDa xylanase', '4-beta-D-xylan xylanohydrolase', 'Abf51A', 'Abf62A-Axe6A', 'Acel_0180', 'acidophilic endo-1,4-beta-xylanase', 'AfXynA', 'AfXynB', 'alkaline active xylanase', 'alkaline xylanase', 'AMX-4 xylanase', 'AnxB', 'AxB8', 'Axy43A', 'basic xylanase', 'Bcx', 'beta-1, 4-endoxylanase', 'beta-1,4-D-xylanase', 'beta-1,4-endoxylanase', 'beta-1,4-xylan hydrolase', 'beta-1,4-xylan xylanohydrolase', 'beta-1,4-xylanase', 'beta-1,4endoxylanase', 'beta-D-xylanase', 'beta-endoxylanase', 'beta-xylanase', 'bifunctional cellulase/xylanase', 'bifunctional endoglucanase/xylanase', 'bifunctional xylanase/endoglucanase', 'BlxA', 'BSX', 'BSXY', 'Btx', 'Calow_0124', 'ctendo7', 'Cthe_3012', 'CTHT_0045780', 'CtXynGH30', 'EGXA', 'endo(1-4)beta-xylanase', 'endo-(1,4)-beta-xylanase', 'endo-(1--&gt; 4)-beta-xylanase', 'endo-1,4-beta-D-xylanase', 'endo-1,4-beta-xylanase', 'endo-1,4-beta-xylanase II', 'endo-1,4-xylanase', 'endo-acting beta-1,4-xylanase', ""endo-beta-(1'4)-xylanase"", 'endo-beta-(1,4)-xylanase', 'endo-beta-1, 4-xylanase', 'endo-beta-1,4-xylanase', 'endo-beta-1,4-xylanase 2', 'endo-beta-1,4-xylanase2', 'endo-xylanase', 'endoxylanase', 'endoxylanase I', 'endoxylanase NtSymX11', 'endoxylanase Xys1DELTA', 'EXY1', 'family 11 endoxylanase', 'family 11 xylanase', 'family 30 glycoside hydrolase subfamily 8 glucuronoxylan endo-beta-1,4-xylanase', 'family-10 endo-1,4-beta-xylanase', 'FIA-xylanase', 'FOTG_15646', 'G/11 endo-1,4-beta-xylanase', 'GC25 xylanase', 'GH 10 xylanase', 'GH 11 xylanase', 'GH-10 endo-1,4-beta-xylanase', 'GH-11 endo-1,4-beta-xylanase', 'GH10 endo-beta-1,4-xylanase', 'GH10 xylanase D', 'GH11 xylanase', 'GH43B6', 'GH7 endoglucanase', 'GHF 10 endoxylanase', 'GHF 11 endoxylanase', 'glycoside hydrolase family 11 endoxylanase', 'glycoside hydrolase family 8 domain protein', 'GXYN', 'KRICT PX1', 'MalAC0309_0409', 'More', 'MROS_2090', 'MROS_2091', 'MROS_2495', 'Mxyn10', 'MYCTH_49824', 'MYCTH_56237', 'ORF4', 'Pedsa_2704', 'PhX20', 'PhX33', 'PsGH10A', 'pXyl', 'RrXyn11A', 'RuCelA', 'Rut C-30', 'SCO5931', 'SipoEnXyn10A', 'SlxB', 'SoxB', 'SSO1354 protein', 'TAXI', 'TERTU_4506', 'Tfu_1213', 'TLX', 'TmxB', 'Tpet_0854', 'TRX II', 'TtGH8', 'Wxl1', 'X-I', 'X-II', 'X34', 'Xa', 'Xln-1', 'xlnA', 'xlnB', 'XT6', 'Xyl', 'Xyl I', 'Xyl II', 'XYL1', 'Xyl10A', 'Xyl10B', 'XYL10C', 'Xyl11', 'XYL1p', 'XYL2', 'Xyl2090', 'Xyl2091', 'Xyl2495', 'Xyl30', 'XYLA', 'xylanase', 'xylanase 1', 'xylanase 10A', 'xylanase 10B', 'xylanase 10C', 'xylanase 11 A', 'xylanase 11A', 'xylanase 11J', 'xylanase 2', 'Xylanase 22', 'xylanase 43A', 'xylanase A', 'xylanase B', 'xylanase bI', 'xylanase bII', 'xylanase C', 'xylanase I', 'xylanase II', 'xylanase III', 'xylanase J', 'xylanase LC9', 'xylanase Xyl10A', 'xylanase Xyl11A', 'xylanase XynZF-2', 'xylanase, endo-1,4-', 'XylB', 'XylB8', 'XylC', 'XYLD', 'XylE', 'XylF2', 'XylG', 'xylH', 'xylM', 'XylX', 'XYLY', 'Xyn II', 'Xyn III', 'Xyn-b39', 'Xyn-Lxy', 'Xyn1', 'Xyn10', 'Xyn10A', 'Xyn10B', 'Xyn10E', 'XYN10G5', 'XYN10Ks_480', 'Xyn11', 'Xyn11A', 'XYN11F63', 'XYN11Ks_480', 'Xyn11NX', 'Xyn12.2', 'Xyn162', 'Xyn2', 'Xyn3', 'Xyn30A', 'Xyn5', 'XynA', 'XynA119', 'XynA19', 'XynA4', 'XynAS27', 'XynAS9', 'XynB', 'XynB18', 'XynBS27', 'XynC', 'XynD', 'XynE15', 'XynE2', 'XynG1', 'XynGH30', 'XynGR40', 'XYNII', 'XynIII', 'XynJ', 'XynS14', 'XynS20', 'XynSW1', 'XynSW3', 'XynT', 'XynY', 'XynZ', 'Xys1', 'Xys1delta', 'xysA']"
5231,3.2.1.80,"['(6&amp;1) FEH', '1-FEH', '1-FEH I', '1-FEH II', '1-FEH IIa', '1-FEHa', '1-KEH', '1-kestose exohydrolase', '2,1-beta-D-fructan fructohydrolase', '3.2.1.80', '6&amp;1-FEH w1', '6-FEH', 'AtcwINV1 D239A mutant', 'AtcwINV3', 'AtcwINV6', 'beta-D-fructan fructanohydrolase', 'beta-D-fructan fructohydrolase', 'BfrA', 'Ci1-1-FEH IIa', 'EC 3.2.1.153', 'exo-beta-D-fructosidase', 'exo-beta-fructosidase', 'exoinulinase', 'FEH', 'FEH1', 'fructan 1-exohydrolase', 'fructan 1-exohydrolase I', 'fructan 1-exohydrolase II', 'fructan 1-exohydrolase IIa', 'fructan 6-exohydrolase', 'fructan beta-fructosidase', 'fructan exohydrolase', 'Fructanase', 'fructofuranosidase, polysaccharide beta', 'fructofuranosyl hydrolase', 'glycoside hydrolase', 'inuD', 'inuE', 'inulinase', 'invertase', 'levanase', 'Lp6-FEHa', 'P-I', 'polysaccharide beta-fructofuranosidase', 'sacCp', 'Wfh-sm1']"
5232,3.2.1.81,"['3.2.1.81', 'AGA', 'Aga21', 'Aga50D', 'AgaA', 'AgaAc', 'AgaB', 'AgaB34', 'AgaC', 'AgaD', 'AgaP', 'agarase', 'Agarase 0107', 'agarase AG-a', 'agarose 4-glycanohydrolase', 'AgaYT', 'beta-agarase', 'beta-agarase A', 'beta-agarase B', 'beta-agarase C', 'beta-agarase D', 'beta-agarase-a', 'DagA', 'endo-type beta-agarase', 'LSL-1', 'N3-1 protein', 'PjaA', 'RagaA11', 'YM01-1']"
5233,3.2.1.82,"['3.2.1.82', 'Exo-PG', 'exo-PHase', 'exo-poly-alpha-digalacturonosidase', 'exo-polygalacturonase', 'exopolygalacturanosidase', 'exopolygalacturonase', 'exopolygalacturonosidase', 'PGase I', 'PGI', 'PGII', 'polygalacturonase', 'polygalacturonate hydrolase', 'poly[(1-&gt;4)-alpha-D-galactosiduronate] non-reducing-end-digalacturonohydrolase', 'YeGH2']"
5234,3.2.1.83,"['3.2.1.83', 'Car19', 'carrageenase, kappa-', 'CGK', 'Cgk-K142', 'Cgk16A', 'CgkA', 'CgkAGH16', 'CgkS', 'CgkZ', 'kappa-car', 'kappa-carrageenan 4-beta-D-glycanohydrolase (configuration-retaining)', 'kappa-carrageenanase', 'kappa-carrageenase', 'kappa-carrageenase-like protein']"
5235,3.2.1.84,"['3-alpha-D-glucan 3-glucohydrolase', '3.2.1.84', 'alpha-(1-&gt;3)-glucanase', 'exo-1,3-alpha-glucanase', 'exomutanase', 'glucan 1,3-alpha-glucosidase', 'glucosidase II', 'MalA', 'mutanase', 'Mutanase RM1', 'Saci1160']"
5236,3.2.1.85,"['3.2.1.85', '6-phospho-beta-D-galactosidase', '6-phospho-beta-D-galactoside 6-phosphogalactohydrolase', '6-phospho-beta-galactosidase', 'beta-D-phosphogalactosidase', 'beta-D-phosphogalactoside galactohydrolase', 'beta-Pgal', 'beta-phosphogalactosidase', 'BGase-III', 'Gan1D', 'LacG1', 'LacG2', 'P-beta-gal', 'P-beta-galactosidase', 'P-bgal', 'PBG', 'PGALase', 'phospho-beta-galactosidase']"
5237,3.2.1.86,"['3.2.1.86', '6-phospho-alpha-glucosidase', '6-phospho-beta-D-glucosyl-(1-&gt;4)-D-glucose glucohydrolase', '6-phospho-beta-glucosidase', 'AscB protein', 'bgl-2', 'BglA', 'BglA-2', 'BglA3', 'bglD', 'BglT', 'CelD', 'Cellobiose-6-phosphate hydrolase', 'Gan1D', 'LacG1', 'LacG2', 'More', 'P-beta-glc', 'PalH', 'Pbgl25-217', 'phospho-alpha-glucosidase', 'phospho-beta-glucosidase', 'phospho-beta-glucosidase A', 'phosphocellobiase', 'SPD_0247', 'SPy1599']"
5238,3.2.1.87,"['3.2.1.87', 'Aerobacter-capsular-polysaccharide galactohydrolase', 'AM24 depolymerase', 'capsular-polysaccharide endo-1,3-alpha-galactosidase', 'capsule depolymerase', 'capsule depolymerases', 'depoKP36', 'Dpo48', 'galactohydrolase, capsular polysaccharide', 'gp50', 'K1E depolymerase', 'K1F depolymerase', 'K1H depolymerase', 'K30 depolymerase', 'K30 gp41', 'K30/K69 depolymerase', 'K30/K69dep', 'K5 depolymerase', 'K5dep', 'K8 depolymerase', 'K8dep', 'KP32gp37', 'KP32gp38', 'phage capsule depolymerase', 'polysaccharide depolymerase', 'tail fiber protein', 'tailspike protein']"
5239,3.2.1.88,"['3.2.1.88', 'Abp27A', 'arabinosidase,beta-L-', 'beta-arabinopyranosidase', 'beta-L-arabinopyranoside non-reducing end beta-L-arabinopyranosidase', 'beta-L-arabinosidase', 'non-reducing end beta-L-arabinopyranosidase', 'vicianosidase']"
5240,3.2.1.89,"['3.2.1.89', 'arabinogalactan 4-beta-D-galactanohydrolase', 'arabinogalactan endo-beta-1,4-galactanase', 'arabinogalactanase', 'beta-1,4-galactanase', 'beta-D-galactanase', 'beta1,4-endogalactanase', 'BLGAL', 'E-EGAL', 'E-GAL', 'endo-1,4-beta-galactanase', 'endo-beta-(1-&gt;4)-D-galactanase', 'endo-beta-1,4-D-galactanase', 'endo-beta-1,4-galactanase', 'endo-beta-D-1,4-galactanase', 'endogalactanase A', 'GAL', 'GALA', 'galactanase', 'GALB', 'GH53 endo-beta-1,4-galactanase', 'More', 'PcGAL1']"
5241,3.2.1.9,"['3.2.1.9', 'amylopectin-1,6-glucosidase']"
5242,3.2.1.90,"['3.2.1.90', 'arabinogalactan endo-1,3-beta-galactosidase']"
5243,3.2.1.91,"['1,4-beta-cellobiohydrolase', '1,4-beta-D-glucan cellobiohydrolase', '1,4-beta-glucan cellobiohydrolase', '1,4-beta-glucan cellobiosidase', '3.2.1.91', '4-beta-D-glucan cellobiohydrolase (non-reducing end)', 'avicelase', 'avicelase II', 'beta-1,4-glucan cellobiohydrolase', 'beta-1,4-glucan cellobiosylhydrolase', 'beta-1,4-glycanase', 'Beta-1,4-glycanase CEX', 'Beta-glucancellobiohydrolase', 'C1 cellulase', 'CBH', 'CBH 1', 'Cbh C', 'CBH I', 'CBH Ib', 'CBH II', 'CBH IIb', 'CBH1', 'CBH2', 'Cbh6B', 'Cbh9A', 'CbhA', 'CBHI', 'CBHII', 'Cbhl.2', 'CBM3-GH5', 'CBP120', 'CBP95', 'CbsA', 'Cel5A', 'Cel6', 'Cel6A', 'Cel6B', 'Cel6C', 'Cel7A', 'Cel7D', 'CelA', 'CelAB', 'CelB', 'CelC7', 'CelK', 'cellobiohydrolase', 'cellobiohydrolase 1', 'cellobiohydrolase 9A', 'cellobiohydrolase A', 'cellobiohydrolase class II', 'cellobiohydrolase I', 'cellobiohydrolase II', 'cellobiohydrolase, exo-', 'cellobiosidase', 'cellobiosidase, 1,4-beta-glucan', 'Celluclast 1.5', 'Cellulase', 'cellulase, C1', 'cellulose 1,4-beta-cellobiosidase (non-reducing end)', 'Cex', 'Csac_1078', 'Ex-1', 'Ex-4', 'exo-1,4-beta-D-glucan cellobiohydrolase', 'exo-1,4-beta-D-glucanase', 'exo-beta-1,4-cellobiohydrolase', 'exo-beta-1,4-glucan cellobiohydrolase', 'exo-cellobiohydrolase', 'exocellobiohydrolase', 'exocellulase', 'exocellulase E3', 'exoglucanase', 'GH5', 'Huta_2387', 'More', 'nonreducing end-acting cellobiohydrolase', 'PSCase', 'SCO6546', 'THITE_126432']"
5244,3.2.1.92,"['3.2.1.92', 'beta-2-acetamido-3-O-(D-1-carboxyethyl)-2-deoxy-D-glucoside acetamidodeoxyglucohydrolase', 'exo-beta-acetylmuramidase', 'exo-beta-N-acetylmuramidase', 'peptidoglycan beta-N-acetylmuramidase', 'peptidoglycan beta-N-acetylmuramoylexohydrolase']"
5245,3.2.1.93,"['3.2.1.93', 'Alpha,alpha-phosphotrehalase', 'alpha,alpha-trehalose-6-phosphate phosphoglucohydrolase', 'BlTreA', 'phosphotrehalase', 'TreA', 'trehalose-6-phosphate hydrolase']"
5246,3.2.1.94,"['3.2.1.94', '6-alpha-D-glucan isomaltohydrolase', 'AgIMD', 'dextranase, isomalto-', 'exo-isomalto-hydrolase', 'Exo-isomaltohydrolase', 'G2-dextranase', 'Glucan 1,6-alpha-isomaltosidase', 'IMD', 'isomalto-dextranase', 'isomaltodextranase', 'isomaltohydrolase, exo']"
5247,3.2.1.95,"['3.2.1.95', '6-alpha-D-glucan isomaltotriohydrolase', 'dextran 1,6-alpha-isomaltotriosidase', 'exo-isomaltotriohydrolase', 'exoisomaltotriohydrolase', 'IMTD', 'isomaltotrio-dextranase', 'isomaltotriohydrolase, exo-']"
